pitcher,player_name,Handedness,year,player_age,n,p_formatted_ip,p_k_percent,p_bb_percent,xwoba,xwobacon,z_swing_miss_percent,in_zone_percent,whiff_percent,groundballs_percent,flyballs_percent,n_fastball_formatted,N_FB,Rel_X_FB,Rel_Z_FB,Extension_FB,Max_Velo_FB,Avg_Velo_FB,Spin_FB,H_Break_FB,V_Break_FB,xwOBA_FB,SwStr_FB,CSW_FB,n_offspeed_formatted,n_ch_formatted,N_CH,Rel_X_CH,Rel_Z_CH,Extension_CH,Max_Velo_CH,Avg_Velo_CH,Spin_CH,H_Break_CH,V_Break_CH,xwOBA_CH,SwStr_CH,CSW_CH,n_breaking_formatted.x.x,n_sl_formatted,N_SL,Rel_X_SL,Rel_Z_SL,Extension_SL,Max_Velo_SL,Avg_Velo_SL,Spin_SL,H_Break_SL,V_Break_SL,xwOBA_SL,SwStr_SL,CSW_SL,n_breaking_formatted.x.y,n_cukc_formatted,N_CB,Rel_X_CB,Rel_Z_CB,Extension_CB,Max_Velo_CB,Avg_Velo_CB,Spin_CB,H_Break_CB,V_Break_CB,xwOBA_CB,SwStr_CB,CSW_CB
518445,Chad Bell,L,2017,28,1187,62.1,19.5,10.6,0.38,0.439,17.5,46.7,21,47,20.8,77.3,917,1.5359,6.0587,6.324,95.9,91.08113413,2136,0.8678,1.2181,0.358,0.088235294,0.230936819,10.4,10.4,124,1.5841,5.84895,6.688,89.2,86.39354839,1454,1.13365,0.60865,0.1525,0.096774194,0.217741935,12.2,12.2,139,1.5275,6.1299,5.934,82.9,80.54532374,2104,-0.3635,-0.0066,0.505,0.068965517,0.303448276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643338,Chad Green,R,2017,26,1135,69,40.7,6.7,0.251,0.386,31.3,50.2,36.2,27.5,29,78.3,886,-2.02465,5.9669,6.342,99.4,95.10857788,2473,-0.44255,1.5211,0.339,0.158605174,0.356580427,0.7,0.7,9,-1.9944,5.9457,6.224,87.4,85.23333333,1605,-1.0257,1.3191,NA,0,0.111111111,20.8,20.8,184,-1.91605,5.96025,6.062,88,85.69347826,2212.5,0.16815,-0.0679,0.189,0.113924051,0.23628692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643338,Chad Green,R,2016,25,836,45.2,26.3,7.6,0.366,0.472,20.6,48.4,27.4,43.8,18.5,67.9,558,-1.90745,5.9105,6.4625,99.4,94.07706093,2401.5,-0.567679167,1.59105,0.339,0.158605174,0.356580427,2.7,2.7,21,-1.8752,5.8324,6.279,89.1,86.51428571,1706,-0.828616667,0.945333333,NA,0,0.111111111,29.3,29.3,105,-1.8348,5.924,6.043,88.3,84.78952381,2246,0.133025,0.085333333,0.189,0.113924051,0.23628692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641771,Chad Kuhl,R,2017,25,2683,157.1,20.9,10.6,0.337,0.387,16.3,48.9,23.3,43,20.9,63.4,821,-2.3852,6.1395,6.395,99.6,95.57551766,2160,-1.0133,1.4149,0.32,0.057247259,0.222898904,9.8,9.8,262,-2.5362,5.8977,6.482,91.7,88.74274809,1734,-1.4251,0.69115,0.344,0.098859316,0.205323194,26.7,20.5,432,-2.3745,5.9357,5.863,92.1,88.57291667,2519,0.16285,0.2622,0.1805,0.206521739,0.384057971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641771,Chad Kuhl,R,2018,26,1431,85,21.7,8.8,0.369,0.443,17.1,50.2,23.6,41.2,25.9,58.7,318,-2.46255,5.9572,6.218,98.2,95.32893082,2182,-0.96605,1.31625,0.2435,0.059561129,0.228840125,8.3,8.3,117,-2.5454,5.75,6.448,92.5,89.67863248,1661,-1.2815,0.6243,0.425,0.05,0.158333333,32.9,19.7,228,-2.53545,5.86465,5.672,91.8,88.16096491,2551.5,0.4476,0.16915,0.227,0.208480565,0.360424028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641771,Chad Kuhl,R,2016,24,1140,70.2,17.6,6.6,0.326,0.364,13.8,48.7,20.3,45.5,18.8,66.9,52,-2.40625,5.8777,6.526,96.5,92.78846154,2118,-0.8251375,1.209783333,0.32,0.057247259,0.222898904,5.6,5.6,55,-2.3776,5.5862,6.721,88.4,85.67818182,1579,-1.136175,0.6257,0.344,0.098859316,0.205323194,27.4,27.4,146,-2.4653,5.68,6.17,89.8,87.41027397,2385.5,0.124675,0.437216667,0.1805,0.206521739,0.384057971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595032,Chase Whitley,R,2017,28,826,57.1,18.1,6.7,0.316,0.357,20.1,50,27.1,33.5,21,43.5,360,-0.648,6.4909,6.031,92.6,90.05666667,2222,-0.57835,1.6096,0.242,0.066666667,0.238888889,30.1,30.1,249,-0.7495,6.3748,6.345,85.4,82.66305221,1493,-1.2887,0.7561,0.193,0.184738956,0.265060241,26.2,25.6,208,-0.7783,6.40815,5.7145,84.5,81.75673077,2340,0.29235,0.3144,0.316,0.188679245,0.382075472,26.2,0.6,5,-1.1549,6.212,5.406,78.4,76.12,2364,0.5773,-0.1054,NA,0,0.2
607473,Chasen Bradford,R,2018,29,858,53.2,16.5,6.1,0.354,0.396,17.5,48.5,22.1,46,27.6,55,244,-2.99015,5.4394,6.017,93.3,91.05040984,2298.5,-0.19435,1.04585,0.278,0.110655738,0.258196721,3.8,3.8,33,-3.4803,5.0141,5.948,86.2,84.07575758,2151,-0.9804,0.2394,0.152,0.242424242,0.303030303,41.1,41.1,269,-3.3396,5.1018,5.612,87.3,84.70929368,2570,0.3437,0.0179,0.174,0.150141643,0.254957507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592346,Chi Chi Gonzalez,R,2019,27,1145,63,16.5,11.9,0.349,0.371,13,47.2,20.5,44.9,19.7,82.1,929,-1.9051,5.9825,5.424,95.8,90.43336921,2449,-0.1753,0.6715,0.239,0.075451647,0.251859724,11.3,11.3,129,-1.883,5.9311,5.648,89.3,86.47286822,1682,-1.0333,0.1957,0.19,0.176923077,0.269230769,6.4,6.4,59,-1.7762,6.0469,5.177,83.9,81.91016949,2646,0.4182,-0.1387,0.77,0.013513514,0.162162162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502042,Chris Archer,R,2018,30,2503,148.1,25.4,7.7,0.315,0.389,19.4,50.1,28.7,46.3,22.3,46.9,1174,-1.68685,6.30695,5.9415,97.6,94.66379898,2218,-0.57855,1.45425,0.322,0.06292517,0.267006803,9.9,9.9,248,-2.01855,6.25645,6.0955,91.1,87.58951613,1737.5,-1.0624,0.7336,0.196,0.185483871,0.290322581,43.1,41.6,790,-1.701,6.44065,5.455,92.1,87.91417722,2566,0.405,-0.0305,0.2825,0.197507191,0.324065197,43.1,1.4,36,-1.5361,6.40525,5.462,84.7,81.80277778,2611,0.35955,-0.72075,0.229,0.054054054,0.378378378
502042,Chris Archer,R,2019,31,2097,119.2,27.2,10.5,0.347,0.441,20.2,46,29.7,38,25,50.3,1056,-1.15145,6.322,5.868,97.2,94.04043561,2263,-0.63805,1.46485,0.32,0.06155303,0.275568182,12,12,253,-1.3826,6.272,5.96,91,87.6743083,1596,-1.0235,0.6651,0.247,0.114624506,0.264822134,37.5,35.4,679,-1.1978,6.4015,5.386,93.5,88.76273932,2622,0.455,0.1602,0.2835,0.233557047,0.343624161,37.5,2,43,-1.1203,6.4229,5.307,87.8,82.41395349,2713,0.3406,-0.5918,0.223,0.113636364,0.431818182
502042,Chris Archer,R,2016,28,3408,201.1,27.4,7.9,0.305,0.386,19.1,49.8,29.7,48.7,22.5,48.4,1633,-1.4489,6.3273,5.96,98.7,94.95854256,2191,-0.412508333,1.725066667,0.372,0.077018634,0.283850932,10.9,10.9,366,-1.7146,6.18825,6.1615,91.4,87.38688525,1822,-0.978220833,0.819916667,0.272,0.135531136,0.238095238,40.6,40.6,715,-1.4697,6.4126,5.56,94.1,88.99482517,2525,0.46285,0.374866667,0.1965,0.197620621,0.328486451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502042,Chris Archer,R,2017,29,3396,201,29.2,7,0.303,0.397,22.5,50.1,30.5,43.1,23.6,47.4,1608,-1.4671,6.32665,5.975,99,95.5193408,2254,-0.557,1.48715,0.372,0.077018634,0.283850932,8,8,273,-1.8061,6.1602,6.111,90.4,85.85787546,1772,-1.222,0.6686,0.272,0.135531136,0.238095238,44.5,44.5,1237,-1.4532,6.42,5.535,95.1,88.90347615,2579,0.2623,0.0735,0.1965,0.197620621,0.328486451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605135,Chris Bassitt,R,2019,30,2410,144,23,7.7,0.304,0.352,16.9,54,21,42.3,23.1,78.6,895,-1.4237,5.6393,6.025,97.3,91.88301676,2231,-0.5931,1.0926,0.2665,0.103794643,0.25,8.3,8.3,202,-1.29745,5.74175,6.0805,88.3,85.01287129,2063,-1.4434,0.78225,0.224,0.099009901,0.272277228,12.9,0.1,3,-1.2232,5.8317,5.56,80.1,79.16666667,2286,0.6231,-0.331,1.792,0,0,12.9,12.8,309,-0.9513,5.9137,5.678,74.2,70.3381877,2243,1.1565,-1.1599,0.168,0.13592233,0.229773463
571476,Chris Beck,R,2017,27,1149,64.2,14.3,11.6,0.384,0.409,13.3,49.3,18.2,41.6,22.9,58.6,674,-1.43425,6.0917,6.5935,97,94.55682493,2055.5,-0.97805,1.28445,0.254,0.06379822,0.216617211,10.6,10.6,122,-1.54585,6.02165,6.4705,91.5,88.14098361,1591,-1.2369,0.6777,0.2155,0.098360656,0.163934426,30.7,30.7,324,-1.62965,6.04705,6.404,91.7,86.95,2368,0.20695,0.39315,0.206,0.090651558,0.269121813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606965,Chris Devenski,R,2016,26,1576,108.1,25.5,4.9,0.276,0.344,21.6,50.9,29.1,34.2,23.5,45.9,701,-0.005,6.6904,5.651,97.5,92.94008559,2332,-0.679708333,1.7652,0.195,0.095238095,0.261904762,31.7,31.7,488,0.07225,6.64205,5.892,86.1,81.50102459,1416.5,-0.872454167,0.656516667,0.1715,0.247916667,0.385416667,22.2,13,126,-0.2637,6.65565,5.309,86.9,82.26587302,2408.5,0.7697125,0.529666667,0.144,0.171929825,0.375438596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606965,Chris Devenski,R,2017,27,1269,80.2,31.6,8.2,0.26,0.341,27.2,48.7,36.4,41,27.1,39.7,504,-0.0871,6.67555,5.561,96.5,94.02480159,2371,-1.1177,1.49515,0.195,0.095238095,0.261904762,37.8,37.8,478,0.07245,6.6384,5.76,86.3,82.97552301,1470.5,-1.29125,0.33765,0.1715,0.247916667,0.385416667,22.4,22.4,266,-0.055,6.5963,5.183,88.3,82.88947368,2365.5,0.26145,0.281,0.144,0.171929825,0.375438596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606965,Chris Devenski,R,2019,29,1144,69,24.2,7,0.306,0.369,20.4,47.9,28.2,34.7,29.7,44,504,-0.2628,6.7551,5.5335,97.7,94.70714286,2367,-0.90435,1.31805,0.227,0.067460317,0.222222222,36.5,36.5,418,-0.0698,6.7909,5.76,87.4,84.0069378,1657,-1.27975,0.37455,0.168,0.193779904,0.33492823,19.4,19.4,204,-0.2997,6.71265,5.1,86.2,81.53676471,2294.5,0.78645,0.06375,0.21,0.13963964,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606965,Chris Devenski,R,2018,28,775,47.1,26,6.6,0.284,0.349,22.8,48.5,31.6,37.2,28.7,41.5,322,0.0038,6.5366,5.401,97.1,94.15776398,2335,-1.0628,1.2679,0.276,0.089783282,0.253869969,39.2,39.2,303,0.2031,6.5563,5.513,85.6,82.98085809,1553,-1.2906,0.2278,0.1385,0.200657895,0.358552632,19.2,19.2,132,0.06675,6.5126,4.989,86,81.94469697,2344.5,0.61835,0.29405,0.2475,0.140939597,0.369127517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623167,Chris Flexen,R,2017,23,911,48,15.5,15,0.38,0.393,16.4,48,19.9,41.9,25.6,61.9,564,-1.30755,6.34925,6.2935,96.1,92.25921986,2086,-0.81395,1.332,0.231,0.076241135,0.262411348,8.4,8.4,77,-1.5035,6.0595,6.613,85.1,82.13506494,1264,-0.9318,0.7277,0.242,0.168831169,0.25974026,29.6,20.8,183,-1.3019,6.3167,5.969,90.5,86.38469945,2393,0.3578,0.3555,0.325,0.089473684,0.226315789,29.6,8.7,79,-1.1896,6.3041,5.876,87.6,79.27848101,2557,0.4452,-0.5583,0.578,0.0375,0.1875
455119,Chris Martin,R,2018,32,703,41.2,20.9,2.8,0.321,0.393,13.9,51.4,20.5,40.9,22,72.5,503,-2.4194,6.2626,6.372,97.8,93.87157058,2262,-0.3346,1.1984,0.278,0.073558648,0.260437376,5.2,5.2,37,-2.4775,6.1393,5.957,89.8,87.33243243,1372,-0.8582,0.3299,0.056,0.108108108,0.162162162,22.1,19.6,132,-2.63385,6.24055,5.711,87,84.22878788,2298,0.28115,-0.1952,0.3,0.188405797,0.282608696,22.1,2.5,18,-2.5718,6.27265,5.8465,88.6,84.36666667,2286.5,0.3044,-0.15875,0.052,0.111111111,0.277777778
455119,Chris Martin,R,2019,33,863,55.2,30.1,2.3,0.291,0.407,20.2,53.3,26.2,50.7,22.6,78,512,-2.75955,6.13535,6.4445,98.3,94.83554688,2294.5,-0.45575,1.19155,0.3105,0.12890625,0.3046875,12.1,12.1,105,-2.9264,6.0437,6.09,91.5,88.96285714,1694,-0.9765,0.2744,0.103,0.20952381,0.247619048,9.7,9.7,73,-2.9305,6.0969,5.962,87.9,86.01917808,2334,0.3766,-0.1803,0.132,0.083333333,0.226190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543734,Chris Rusin,L,2017,31,1200,85,20.9,5.6,0.294,0.344,17.5,53.2,26.5,59.5,17,70,478,1.83625,6.1377,5.3185,93.7,89.3083682,2379,0.32335,0.81585,0.1955,0.123430962,0.278242678,27.7,27.7,333,1.8533,6.103,5.439,86.8,84.45525526,1689,1.1258,0.5922,0.149,0.207207207,0.276276276,2.1,1.7,20,1.8079,6.21845,4.8875,86.6,83.735,2743.5,-0.1347,0.2571,0.713,0.142857143,0.238095238,2.1,0.4,5,1.6545,6.1808,4.854,82,80.18,2818,-0.2711,-0.0852,0.443,0.4,0.4
543734,Chris Rusin,L,2018,32,873,54.2,19.5,10.8,0.316,0.345,17,47.9,20.9,56.6,16.9,77.7,305,1.8547,6.0561,5.173,92.4,88.34360656,2350,0.0011,0.5945,0.139,0.108196721,0.236065574,17.1,17.1,150,1.9124,6.06995,5.1555,86.5,83.82533333,1871.5,1.1275,0.43815,0.172,0.126666667,0.186666667,5,2.1,18,1.92425,6.02365,4.8585,84.5,83.17222222,2712.5,-0.19375,0.0551,0.428,0.263157895,0.315789474,5,2.8,25,1.8242,6.0666,4.716,82.2,80.484,2767,-0.341,-0.2413,0.472,0.28,0.44
519242,Chris Sale,L,2016,27,3356,226.2,25.7,5,0.296,0.37,19.5,52.8,24.8,42.2,24.3,55.4,1823,3.2927,5.4061,6.056,98.7,93.66001097,2242,1.382741667,0.916666667,0.241,0.126436782,0.278886872,19.3,19.3,644,3.33475,5.21615,6.008,90,86.83478261,2141,1.544175,0.531816667,0.164,0.182945736,0.353488372,25.2,25.2,816,3.3039,5.3917,5.5225,84.6,79.07892157,2258,-0.874541667,-0.416333333,0.162,0.162234043,0.396276596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519242,Chris Sale,L,2017,28,3425,214.1,36.2,5.1,0.258,0.374,24.9,52.6,31.8,39.8,26.2,48.2,1653,3.2067,5.4416,6.019,99,94.48142771,2313,1.2983,1.0078,0.241,0.126436782,0.278886872,18.8,18.8,643,3.3001,5.221,5.989,91,86.79393468,2023,1.5402,0.5174,0.164,0.182945736,0.353488372,32.9,32.9,1126,3.1552,5.49445,5.3655,85,79.75834813,2394.5,-1.08795,-0.242,0.162,0.162234043,0.396276596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519242,Chris Sale,L,2018,29,2524,158,38.4,5.5,0.238,0.341,27.3,50.3,35,44.9,22.3,48.4,1224,3.30405,5.225,6.0815,100.5,94.84656863,2334,1.2632,0.9346,0.224,0.133169935,0.300653595,16.9,16.9,428,3.3903,4.89275,5.986,92.2,86.99602804,2042.5,1.5988,0.00965,0.1045,0.186915888,0.406542056,34.5,34.5,872,3.2868,5.14705,5.563,84.3,79.69598624,2508.5,-1.20445,-0.35755,0.131,0.178899083,0.404816514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519242,Chris Sale,L,2019,30,2465,147.1,35.6,6,0.285,0.407,24.9,50.1,32,43.9,24.7,46,1134,3.1335,5.38995,6.014,98.4,93.14338624,2368.5,1.2916,0.96845,0.344,0.11287478,0.296296296,15.5,15.5,384,3.23305,5.07475,5.98,89.8,85.24713542,1976,1.58145,-0.034,0.22,0.15625,0.408854167,38.4,38.4,947,3.1504,5.3309,5.533,84.5,78.97983105,2503,-1.1728,-0.3626,0.248,0.171066526,0.348468849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627262,Chris Smith,R,2017,36,969,55.2,12.4,8.8,0.411,0.444,13.7,41.2,20.9,37.2,32.1,48.8,54,-2.9744,6.09015,6.0595,95.5,93.58148148,2221,-0.86835,1.40075,0.108,0.055555556,0.222222222,25.9,25.9,3,-2.8457,5.8039,5.964,87.7,86.4,1897,-1.0925,0.5544,0.488,0,0,25.2,NA,22,-3.16725,6.0393,5.8555,88.7,87.03181818,2407,0.0697,0.655,0.2075,0.090909091,0.272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608717,Chris Stratton,R,2018,28,2446,145,17.9,8.6,0.357,0.405,15,50.5,21,43.5,21.7,62.1,1520,-1.67475,6.117,6.2085,93.8,91.02631579,2442,-0.33075,1.1894,0.267,0.069078947,0.263815789,10.1,10.1,249,-1.7097,6.0587,6.346,86.7,83.99518072,1953,-1.007,0.3867,0.292,0.124497992,0.240963855,27.6,12.6,261,-1.7167,6.13,5.726,86.4,83.451341,2824,0.4559,-0.1452,0.341,0.112903226,0.283870968,27.6,15,367,-1.5405,6.2021,5.748,81.3,77.70217984,3111,1.3199,-0.9567,0.3715,0.100817439,0.277929155
608717,Chris Stratton,R,2017,27,1040,58.2,19.9,10.9,0.337,0.376,13.6,49.1,22.2,46,18.2,62.3,647,-1.4872,6.0999,6.45,95.3,91.52225657,2495,-0.1219,1.3753,0.266,0.053929122,0.241910632,7.5,7.5,79,-1.4676,6.079,6.263,86,84.10632911,1663,-0.6977,0.8868,0.149,0.151898734,0.240506329,30,11.5,82,-1.46555,6.1056,5.9735,89.5,83.97926829,2783.5,0.7654,0.15965,0.514,0.157024793,0.32231405,30,18.5,193,-1.3156,6.165,6.027,80.6,77.3880829,3111,1.4569,-0.6399,0.186,0.139896373,0.310880829
608717,Chris Stratton,R,2019,29,1245,76,20.1,9.6,0.333,0.381,16.6,48.2,24.3,40.9,22.7,56.9,709,-2.0107,6.0254,6.42,95.9,92.1629055,2501,-0.4969,1.279,0.257,0.08180536,0.248236953,5.9,5.9,74,-1.96235,5.97825,6.54,87.6,84.78243243,2105.5,-1.1949,0.5236,0.3195,0.121621622,0.216216216,37.1,24,216,-2.0431,6.01005,5.9355,87.9,84.39537037,2945.5,0.5353,-0.14665,0.261,0.146666667,0.246666667,37.1,13,161,-1.7923,6.0965,5.962,80.9,77.08695652,3114,1.4209,-0.8607,0.1805,0.141975309,0.37037037
501957,Chris Tillman,R,2016,28,2930,172,19.6,9.2,0.343,0.388,17.9,48.3,21.9,42.2,21.1,56.5,1646,-3.0705,6.59775,6.4785,96.5,92.29119077,2308,-0.575333333,1.68135,0.3825,0.051422319,0.173960613,15.4,15.4,450,-2.9814,6.66525,6.4375,88.4,84.32244444,1642.5,-0.897504167,1.325166667,0.21,0.103703704,0.177777778,28,15.5,270,-3.13935,6.5832,6.1395,90,86.48740741,2382.5,0.3146375,0.511033333,0.293,0.095238095,0.238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501957,Chris Tillman,R,2017,29,1794,93,14.2,11.5,0.409,0.44,12.1,43,17.8,39.3,21.8,50.8,914,-3.1941,6.18015,6.2525,94.3,90.6428884,2226,-0.6879,1.3135,0.3825,0.051422319,0.173960613,15,15,268,-3.1303,6.31605,6.2125,86.9,83.70597015,1651.5,-0.99735,1.0681,0.21,0.103703704,0.177777778,34,25.7,435,-3.198,6.1982,5.933,89.2,85.22873563,2343,0.2021,0.3403,0.293,0.095238095,0.238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432934,Chris Young,R,2016,37,1674,88.2,23.2,10.6,0.379,0.462,18.4,45.7,27.1,31.1,30.7,48.1,796,-0.5645,6.6991,6.0825,91.8,88.35301508,2418.5,-0.451475,2.019616667,0.46,0.074235808,0.240174672,1.9,1.9,32,-0.51395,6.7253,5.8955,85,81.99375,2330,-0.334575,1.211216667,NA,0.5,0.5,49.8,49.8,778,-0.59275,6.6837,5.9555,86.8,82.60154242,2360,0.273583333,0.9783,0.1445,0.138613861,0.267326733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605280,Clay Holmes,R,2019,26,872,50,23.3,15,0.332,0.351,13.1,45.6,27.5,60.1,15.2,62.9,91,-1.202,6.1196,6.17,96.5,94.05274725,2135,-0.7459,0.8778,0.303,0.032967033,0.263736264,1.2,1.2,15,-1.4249,5.8718,6.128,89.5,86.87333333,1382,-0.9936,0.3635,0.654,0,0.133333333,35.7,11.9,101,-1.1492,6.2135,5.708,90,86.79009901,2425,0.2266,-0.0939,0.111,0.158878505,0.308411215,35.7,23.8,219,-1.0768,6.1486,5.625,83.8,81.59360731,2680,0.8241,-1.0853,0.483,0.136986301,0.424657534
477132,Clayton Kershaw,L,2018,30,2360,161.1,23.8,4.5,0.282,0.35,16.7,52.3,22.9,49.6,18.6,42,993,1.3071,6.2155,6.401,93.4,90.79969789,2390,-0.0687,1.5984,0.2365,0.067472306,0.29204431,0.4,0.4,11,1.6261,6.2378,6.14,87.2,84.77272727,2237,0.7289,1.4545,NA,0,0.181818182,57.4,41,965,1.3085,6.2868,6.081,90.8,88.05544041,2527,-0.3626,0.9626,0.16,0.141528926,0.253099174,57.4,16.4,388,0.9382,6.35575,5.948,75.6,72.92912371,2458,-0.2322,-1.4029,0.221,0.141752577,0.291237113
477132,Clayton Kershaw,L,2019,31,2575,178.1,26.8,5.8,0.294,0.376,16.7,48.4,27.7,49.2,20.3,43.8,1130,1.47375,6.3297,6.148,92.6,90.29628319,2479,-0.10615,1.5983,0.1675,0.068141593,0.304424779,0.6,0.6,16,1.8508,6.3,5.976,87.8,85.1625,2225,0.9091,1.4948,0.144,0.125,0.1875,55.4,39,984,1.4977,6.3678,5.787,91,86.93038618,2674,-0.4223,0.67245,0.262,0.198807157,0.280318091,55.4,16.4,423,1.1068,6.4621,5.869,79,73.50992908,2472,-0.2807,-1.3488,0.267,0.138823529,0.284705882
477132,Clayton Kershaw,L,2017,29,2447,175,29.7,4.4,0.265,0.357,21.3,52,30,48.7,20.4,47.6,1167,1.0747,6.3313,6.249,96,92.86015424,2341,0.0994,1.9075,0.162,0.06940874,0.278491859,1,1,25,1.1686,6.4307,5.945,87.5,85.94,2190,0.8829,1.8312,0.1405,0.12,0.16,51.2,34.4,835,1.0565,6.4211,5.902,91.5,88.59988024,2471,-0.2697,1.0316,0.161,0.238434164,0.334519573,51.2,16.8,412,0.6741,6.513,5.709,77.1,73.33592233,2361.5,-0.0691,-1.09135,0.1595,0.140776699,0.356796117
477132,Clayton Kershaw,L,2016,28,2058,149,31.6,2,0.224,0.317,22.2,54.1,31.3,51.3,18.1,50.6,1031,1.1158,6.2648,6.449,96.8,93.65451018,2299,-0.0298,1.968733333,0.162,0.06940874,0.278491859,0.3,0.3,6,1.30365,6.1011,6.2335,90.3,87.66666667,2149.5,1.0118625,1.522966667,0.1405,0.12,0.16,49,33.4,443,1.1368,6.3606,5.965,93.3,88.66478555,2483,-0.43895,0.8837,0.161,0.238434164,0.334519573,49,15.5,317,0.7137,6.4478,6.032,75.6,73.51356467,2330,-0.249683333,-1.2018,0.1595,0.140776699,0.356796117
453385,Clayton Richard,L,2017,34,3014,197.1,17.6,6.9,0.329,0.372,13.3,46.5,20,60.5,13.3,68.7,2071,3.849,5.5032,5.407,94.6,90.450169,2085,1.1441,0.4012,0.214,0.057432432,0.261583012,10.9,10.9,328,3.8506,5.3343,5.1045,87.4,83.67103659,1845,1.1456,0.30835,0.385,0.096969697,0.175757576,20.3,20.3,611,3.7737,5.4645,5.389,92.7,81.501473,2225,-0.2009,-0.1596,0.284,0.179738562,0.279411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453385,Clayton Richard,L,2018,35,2382,158.2,15.8,8.8,0.347,0.374,11.9,48.7,19.5,57.7,15.7,66,1573,2.1721,5.801,5.178,93.5,90.04971392,2152,1.4483,0.323,0.201,0.048315321,0.246026701,5.5,5.5,133,2.013,5.8541,5.114,87,84.27218045,1704,1.2041,0.3788,0.2635,0.097014925,0.141791045,28.3,28.3,676,2.10725,5.7274,5.072,84.7,80.79038462,2301,-0.055,-0.2137,0.328,0.168389956,0.279172821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453385,Clayton Richard,L,2016,33,1074,67.2,13.4,10.1,0.317,0.325,13.1,46.2,20.1,66.4,9.9,73.7,786,3.8263,5.62925,5.6165,95.6,91.34910941,2108,1.519820833,0.641466667,0.214,0.057432432,0.261583012,13.6,13.6,146,3.81415,5.496,5.4455,88.1,84.48835616,1715.5,1.2728,0.334733333,0.385,0.096969697,0.175757576,12.5,2.3,22,3.6238,5.7468,5.7615,89.6,85.15909091,2287.5,0.240183333,0.356233333,0.284,0.179738562,0.279411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453385,Clayton Richard,L,2019,36,728,45.1,10.9,9,0.376,0.384,6.8,47.9,14.7,55.4,16.6,72.2,526,2.27265,5.42535,5.489,94.5,90.38745247,2205.5,1.4937,0.19895,0.2165,0.038022814,0.22243346,1.7,1.7,13,2.2073,5.4502,5.229,83.7,82.06923077,1670,1.0915,0.3306,0.21,0.076923077,0.230769231,25.9,25.9,189,2.1102,5.4547,5.637,83,79.62222222,2247,-0.0994,-0.2284,0.305,0.126984127,0.211640212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642003,Cody Reed,L,2016,23,876,47.2,18.7,8.3,0.366,0.42,14.1,46.2,22.2,54,22.1,51.3,444,3.18615,5.52705,6.1635,97.1,93.5222973,2185.5,1.332641667,0.958233333,0.353,0.088757396,0.236686391,12.5,12.5,109,3.1757,5.6684,5.953,91.2,86.49816514,1699,1.3396,0.549733333,0.0985,0.12195122,0.195121951,36,36,242,3.2141,5.67135,5.9115,93.9,88.66446281,2437.5,-0.0235375,0.560483333,0.16,0.198347107,0.297520661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
