pitcher,player_name,Handedness,year,player_age,n,p_formatted_ip,p_k_percent,p_bb_percent,xwoba,xwobacon,z_swing_miss_percent,in_zone_percent,whiff_percent,groundballs_percent,flyballs_percent,n_fastball_formatted,N_FB,Rel_X_FB,Rel_Z_FB,Extension_FB,Max_Velo_FB,Avg_Velo_FB,Spin_FB,H_Break_FB,V_Break_FB,xwOBA_FB,SwStr_FB,CSW_FB,n_offspeed_formatted,n_ch_formatted,N_CH,Rel_X_CH,Rel_Z_CH,Extension_CH,Max_Velo_CH,Avg_Velo_CH,Spin_CH,H_Break_CH,V_Break_CH,xwOBA_CH,SwStr_CH,CSW_CH,n_breaking_formatted.x.x,n_sl_formatted,N_SL,Rel_X_SL,Rel_Z_SL,Extension_SL,Max_Velo_SL,Avg_Velo_SL,Spin_SL,H_Break_SL,V_Break_SL,xwOBA_SL,SwStr_SL,CSW_SL,n_breaking_formatted.x.y,n_cukc_formatted,N_CB,Rel_X_CB,Rel_Z_CB,Extension_CB,Max_Velo_CB,Avg_Velo_CB,Spin_CB,H_Break_CB,V_Break_CB,xwOBA_CB,SwStr_CB,CSW_CB
621058,Andrew Moore,R,2017,23,918,59,12.8,3.3,0.374,0.417,15.5,53.5,17.5,28.6,30,52.5,482,-0.5603,6.18295,6.628,94,90.99149378,2211,-0.36455,1.77415,0.214,0.074688797,0.278008299,18.6,18.6,171,-0.948,6.042,6.579,84.1,81.53450292,1956,-0.8613,1.4484,0.414,0.134502924,0.228070175,28.8,13,119,-1.0171,6.0362,6.325,86.2,81.75882353,2025,0.3108,0.4186,0.322,0.066666667,0.25,28.8,15.7,145,-1.0488,5.9791,5.941,79.1,75.34,1973,0.1144,-0.2519,0.416,0.048275862,0.179310345
605498,Andrew Suarez,L,2018,26,2482,160.1,19.5,6.8,0.335,0.39,12.9,49.6,18.2,52.4,20.1,51.1,1270,1.90385,6.5202,5.046,94.8,92.13377953,2013,0.86555,1.26445,0.272,0.043238994,0.257861635,11.6,11.6,288,2.1095,6.36835,5.2845,88.2,85.92743056,1706.5,1.1927,0.8332,0.142,0.08650519,0.238754325,37.1,23.8,583,1.9202,6.5295,4.994,91.7,88.54922813,2157,-0.3496,0.469,0.1895,0.131756757,0.248310811,37.1,13.3,331,1.9864,6.5414,4.584,81,76.84924471,2429,-0.7172,-0.7318,0.298,0.081325301,0.292168675
592811,Andrew Triggs,R,2017,28,1080,65.1,17.7,6.7,0.324,0.36,15.3,44.1,24.7,48.6,20,43.7,29,-4.2489,5.1461,6.258,90.9,88.6,2403,-0.8149,0.7823,0.264,0.068965517,0.172413793,0.6,0.6,7,-4.3444,5.0305,6.195,83.6,82.31428571,1868,-1.3522,-0.1594,0.488,0,0.142857143,55.5,32,274,-4.54135,4.92005,5.854,85.9,82.62554745,2575.5,0.32345,0.25325,0.184,0.147398844,0.309248555,55.5,23.5,253,-4.4728,5.0869,5.644,79.4,75.43359684,2592,1.2415,-0.1912,0.15,0.137795276,0.25984252
592811,Andrew Triggs,R,2018,29,721,41.1,23.6,9.9,0.36,0.431,15.4,42.4,25,49.2,25.4,48.6,351,-4.5472,5.1001,6.101,92.7,89.33675214,2425,-1.2536,0.1536,0.242,0.05982906,0.276353276,7.4,7.4,54,-4.50285,4.90435,5.943,85.3,82.84814815,1843.5,-1.2821,-0.14115,0.138,0.037037037,0.148148148,43.8,20.9,147,-4.4603,5.102,5.795,86.3,83.47278912,2594,0.367,0.2627,0.269,0.132450331,0.284768212,43.8,22.8,165,-4.5505,5.1855,5.533,78.6,75.93393939,2646,1.3393,-0.2744,0.317,0.157575758,0.260606061
434671,Anibal Sanchez,R,2017,33,1854,105.1,21.6,6,0.347,0.42,17.6,51.3,23.9,36.5,25.8,56.9,621,-0.2469,5.9368,6.261,93.6,90.39967794,2248,-0.2176,1.4938,0.306,0.085346216,0.268921095,20.4,2.3,43,-0.5078,5.5984,6.511,76.1,71.04651163,1368,-0.696,0.8672,0.0785,0.227272727,0.272727273,22.5,12.3,226,-0.36175,5.88725,6.089,88.1,84.60884956,2325,0.4073,0.54525,0.255,0.096069869,0.27510917,22.5,10.2,167,-0.3967,5.8442,5.837,80.9,76.87125749,2179,0.4272,-0.1573,0.398,0.073684211,0.352631579
434671,Anibal Sanchez,R,2016,32,2573,153.1,20.2,7.9,0.33,0.381,16.4,50.1,21.6,40.6,25.9,56.9,1095,-0.1002,6.0979,6.2,95.4,91.63251142,2343,-0.348491667,1.762333333,0.306,0.085346216,0.268921095,17.5,0.9,25,-0.4178,5.8755,6.419,78.4,71.204,1297,-0.617083333,1.028466667,0.0785,0.227272727,0.272727273,25.4,15.5,293,-0.2108,6.0168,6.04,90.8,85.6662116,2408,0.351516667,0.598466667,0.255,0.096069869,0.27510917,25.4,9.9,168,-0.2782,5.957,5.793,86.2,77.81428571,2257.5,0.4064875,-0.212083333,0.398,0.073684211,0.352631579
434671,Anibal Sanchez,R,2018,34,2126,136.2,24.4,7.6,0.274,0.322,18.7,47.1,25.1,47,23.4,60.9,1130,0.0452,5.98425,6.0895,94,89.56752212,2276,-0.02135,1.27115,0.198,0.072566372,0.294690265,24.9,5.9,126,-0.16575,5.71755,6.4945,77.1,71.01428571,1325.5,-0.6998,0.7312,0.06,0.222222222,0.246031746,14.1,4.8,102,-0.13765,5.9035,5.9885,86.6,83.34509804,2335.5,0.4435,0.3168,0.209,0.067307692,0.201923077,14.1,9.2,134,-0.0459,5.88995,5.8025,80.8,77.66865672,2165,0.34525,-0.2833,0.241,0.076142132,0.375634518
434671,Anibal Sanchez,R,2019,35,2689,166,18.8,8.1,0.313,0.357,16.3,45.8,22.5,39.1,26.6,63.2,1440,-0.0448,5.9196,5.9975,93.6,89.06930556,2271.5,-0.03665,1.30595,0.21,0.070784178,0.254684247,28,4.4,119,-0.3232,5.6534,6.435,77.1,70.71092437,1413,-0.7722,0.8033,0.2665,0.173553719,0.198347107,8.7,2.7,67,-0.2096,5.8848,5.857,86.9,83.37462687,2347,0.4712,0.3228,0.1445,0.067567568,0.108108108,8.7,5.9,127,-0.1742,5.817,5.691,80.4,76.82047244,2121,0.2917,-0.2332,0.3745,0.075,0.475
543101,Anthony DeSclafani,R,2019,29,2587,166.2,24,7,0.301,0.367,14,48.4,23.6,43.7,26.1,55.2,1471,-1.5061,5.7717,6.367,97.5,94.65064582,2204,-0.9185,1.2557,0.224,0.070700204,0.256288239,5.3,5.3,143,-1.8187,5.4795,6.434,91.9,88.55244755,1486,-1.1325,0.4954,0.1405,0.0625,0.201388889,39.3,24.2,635,-1.6193,5.7247,6.087,93.4,89.45779528,2312,0.3177,0.5749,0.24,0.142194745,0.261205564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543101,Anthony DeSclafani,R,2018,28,1788,115,22.3,6.2,0.311,0.376,16.6,52.4,23,43.3,23.8,57.8,1033,-1.6008,5.6663,6.565,96.5,93.53630203,2132,-0.9095,1.1414,0.224,0.048355899,0.242746615,3.6,3.6,65,-1.8657,5.4503,6.554,91.3,88.37230769,1626,-1.1672,0.5124,0.1945,0.030769231,0.169230769,38.5,34.9,591,-1.6762,5.6657,6.16,90.4,86.88121827,2244,0.369,0.2129,0.186,0.1792,0.3424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455374,Antonio Bastardo,L,2016,31,1211,67.2,24.9,10.8,0.309,0.364,26.9,47.2,30.4,31.6,28.3,65.4,751,2.0758,5.9078,6.334,94.5,92.10466045,2398,0.739791667,1.927166667,0.297,0.064516129,0.219354839,7.8,7.8,90,2.07185,5.9221,6.4715,88.5,85.55888889,1863,0.699433333,1.505766667,0.793,0,0.230769231,26.6,26.6,195,2.1438,5.8843,5.985,87.2,83.80307692,2678,-0.150875,0.812033333,0.268,0.13559322,0.203389831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622608,Antonio Senzatela,R,2019,24,2237,124.2,13.1,9.8,0.356,0.374,11.3,46.8,17.9,55.1,16.2,61.9,1446,-2.3765,6.13265,6.207,97.9,93.71127248,2103.5,-0.4104,0.91285,0.271,0.05186722,0.230982019,7.9,7.9,189,-2.5247,6.1292,6.187,90.4,86.97248677,2079,-0.5462,0.8323,0.231,0.063492063,0.153439153,30.1,19.4,406,-2.53125,6.1813,5.725,89.1,84.43497537,2142,0.4595,0.0403,0.231,0.116591928,0.244394619,30.1,10.6,235,-2.1023,6.3762,5.615,81.7,78.79531915,2236,0.4434,-0.4219,0.243,0.154471545,0.227642276
622608,Antonio Senzatela,R,2017,22,2214,134.2,18.1,8.3,0.326,0.362,13.4,53.6,18,50.4,17.3,72,1595,-2.3608,5.9619,6.496,98.9,94.26501567,2152,-0.2866,1.2399,0.257,0.05015674,0.259561129,2.7,2.7,60,-2.3803,6.07915,6.4475,88.8,85.11833333,2086,-0.5071,1.10015,0.05,0.116666667,0.233333333,25.2,22.1,401,-2.3879,6.1022,5.964,88.4,82.73516209,2178,0.5759,0.0568,0.1975,0.117886179,0.237804878,25.2,3,68,-1.9805,6.28215,5.8355,80.6,77.57941176,2227,0.95005,-0.2714,0.352,0.102941176,0.308823529
622608,Antonio Senzatela,R,2018,23,1528,90.1,17.7,7.7,0.317,0.35,15,48,20.8,47.2,22.2,64,978,-2.32885,5.9248,6.357,97.1,93.62096115,2090,-0.3548,0.9719,0.243,0.049079755,0.268916155,8.7,8.7,133,-2.5181,5.8267,6.422,89.6,86.63533835,2120,-0.748,0.7235,0.126,0.120300752,0.195488722,27.2,18.2,216,-2.40445,5.98505,5.8685,87.3,83.03472222,2143,0.52595,-0.15255,0.217,0.150537634,0.304659498,27.2,9,136,-2.1651,6.0923,5.8215,80.8,78.22352941,2261.5,0.74715,-0.43155,0.157,0.173913043,0.34057971
605151,Archie Bradley,R,2017,25,1147,73,27.2,7.2,0.287,0.364,18,54.9,23.3,49.2,17.5,75.5,865,-1.9597,5.9448,6.233,99.4,96.28693642,2381,-0.7421,1.3236,0.309,0.104,0.299428571,0,0,1,-2.3133,5.6754,6.511,88.6,88.6,1634,-1.4018,0.4821,NA,0,0,24.3,2.8,32,-2.15625,5.95785,6.128,92.7,90.421875,2213,0.0348,0.9754,0.342,0.03030303,0.212121212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642558,Ariel Jurado,R,2018,22,877,54.2,9.1,7.5,0.366,0.378,7,53.4,10.4,52.2,15.9,70.2,616,-1.34115,6.05615,6.116,94,91.76071429,1735.5,-1.2919,0.75485,0.298,0.022727273,0.193181818,11.5,11.5,101,-1.3317,6.0142,6.091,88,84.28712871,1650,-1.2351,0.7554,0.2045,0.089108911,0.178217822,18.2,9,78,-1.34135,6.07215,5.9355,87.5,84.87692308,2112,0.18565,0.2633,0.285,0.088607595,0.139240506,18.2,9.2,81,-1.2648,6.1715,5.644,81,78.35679012,2278,0.4348,-0.5679,0.0805,0.061728395,0.358024691
642558,Ariel Jurado,R,2019,23,2043,122.1,15,6.7,0.365,0.405,13.4,49.8,18.1,47.6,22.6,64.2,1312,-1.1515,6.22335,6.014,95.7,92.38117378,1830,-1.2396,0.7924,0.2605,0.057926829,0.236280488,11.8,11.8,242,-1.19785,6.16135,5.9915,88.1,85.25082645,1943.5,-1.2672,0.8746,0.38,0.095041322,0.231404959,23.9,14.9,301,-1.1856,6.2048,5.902,89.4,85.29468439,2129,0.1295,0.1567,0.2605,0.10130719,0.232026144,23.9,8.9,180,-1.1225,6.2601,5.6425,83.9,80.31555556,2273,0.4138,-0.4503,0.191,0.098360656,0.398907104
527055,Arodys Vizcaino,R,2017,27,839,57.1,27.2,8.9,0.294,0.362,19.9,46.8,31,38.5,32.4,61.2,519,-1.4299,5.6673,5.633,100.2,97.72813102,2348,-1.2796,1.2654,0.214,0.080769231,0.234615385,2.7,2.7,24,-1.44425,5.8054,5.6525,91.9,89.1125,2198.5,-1.6286,1.0425,0.478,0.166666667,0.208333333,35.9,35.9,300,-1.1588,5.8432,5.649,88.8,85.71766667,2427,0.10695,-0.07005,0.098,0.268211921,0.427152318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547973,Aroldis Chapman,L,2016,28,976,58,40.5,8.1,0.224,0.327,33.4,55.8,36.8,46.5,14.9,81.1,667,0.884,6.1801,6.742,105.7,100.8797601,2557,0.497641667,1.766633333,0.176,0.131147541,0.277198212,3.1,3.1,26,0.79165,5.98765,7.2875,92.3,89.38846154,2093.5,1.1872125,1.1417,0.097,0.096774194,0.161290323,15.6,15.6,43,0.7466,6.1442,6.493,92.2,88.68372093,2397,-0.899591667,0.714566667,0.2545,0.139534884,0.412790698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547973,Aroldis Chapman,L,2019,31,988,57,36.2,10.6,0.26,0.348,24.6,51.4,31.5,42.3,19.5,68.8,581,0.5574,6.2574,6.644,102.4,98.01273666,2487,0.2879,1.5245,0.175,0.098106713,0.290877797,0.1,0.1,1,0.3613,5.9746,6.894,88.1,88.1,1695,0.863,0.8549,NA,0,0,31,31,283,0.4406,6.3268,6.314,89.6,85.11625442,2509,-0.9008,0.0696,0.2655,0.198697068,0.390879479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547973,Aroldis Chapman,L,2018,30,920,51.1,43.9,14.2,0.245,0.329,31.7,47.9,37.4,46.4,19,73.8,606,0.6779,6.1105,6.663,103.6,98.65280528,2500,0.3103,1.4803,0.202,0.120462046,0.287128713,0.7,0.7,7,0.3937,5.7745,7.341,93.6,90.97142857,2072,1.2389,0.9321,0.234,0.142857143,0.285714286,25.4,25.4,194,0.5195,6.204,6.344,90.4,86.03041237,2509,-0.8991,0.171,0.187,0.243589744,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547973,Aroldis Chapman,L,2017,29,870,50.1,32.9,9.5,0.253,0.322,24.4,52.9,30,47.9,21.4,76.8,669,0.9079,6.1468,6.723,104.2,99.99925262,2498,0.4397,1.5999,0.176,0.131147541,0.277198212,3.4,3.4,30,0.82975,5.9642,7.227,91,88.66,1981,1.0636,1.10815,0.097,0.096774194,0.161290323,19.6,19.6,110,0.8518,6.2196,6.448,92.9,87.44636364,2422.5,-0.8649,0.8067,0.2545,0.139534884,0.412790698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592879,Asher Wojciechowski,R,2019,31,1467,82.1,22.2,7.8,0.341,0.399,17.4,47.5,26.1,30.3,32,53.8,790,-1.41675,5.72875,6.6715,95,91.49797468,2241,-0.29055,1.4163,0.247,0.084810127,0.240506329,2.3,2.3,34,-1.65455,5.6373,6.663,88.5,85.42941176,2002,-0.88095,1.20825,0.07,0.058823529,0.176470588,43.8,19.2,282,-1.7113,5.5582,6.434,88.9,85.6964539,2418,0.4976,0.4361,0.1505,0.173144876,0.300353357,43.8,24.5,360,-1.6848,5.61775,6.2405,83.7,80.62472222,2390,1.1382,-0.1033,0.226,0.136111111,0.275
502212,Austin Bibens-Dirkx,R,2018,33,778,45,16.3,6.9,0.343,0.373,13.3,46.1,22.1,35.8,23.8,47.4,369,-2.5504,5.5474,5.691,91.6,89.29945799,2096,-1.186,1.155,0.301,0.048780488,0.219512195,17.8,17.8,139,-2.5868,5.4725,5.709,85,82.88848921,1733,-1.0529,0.5433,0.165,0.143884892,0.258992806,34.7,21.3,166,-2.5932,5.54445,5.4765,88,85.18192771,2240,0.11305,0.4649,0.164,0.168674699,0.265060241,34.7,13.3,104,-2.7578,5.3884,5.05,82.4,80.17980769,2595,0.50655,-0.316,0.2795,0.105769231,0.221153846
502212,Austin Bibens-Dirkx,R,2017,32,1171,69.1,12.7,6.7,0.368,0.394,15.2,48,20.8,40.8,25.6,41.3,484,-2.5395,5.698,5.9135,92.8,90.3411157,2096,-1.25145,1.2266,0.318,0.041322314,0.208677686,15.9,15.9,187,-2.6733,5.6529,5.893,88,84.57326203,1712,-1.3002,0.5862,0.155,0.112299465,0.192513369,42.6,29.3,344,-2.63775,5.7501,5.7135,89.8,86.61017442,2238.5,-0.032,0.6362,0.182,0.127906977,0.252906977,42.6,13.3,145,-3.4247,4.6851,5.169,82.4,79.66137931,2619,0.5387,-0.2023,0.1425,0.102564103,0.262820513
596295,Austin Gomber,L,2018,25,1226,75,20.1,9.6,0.353,0.409,15.5,51.4,21.9,40.7,22.1,48.6,597,1.452,6.7921,6.66,96,92.51507538,2102,0.6817,1.3718,0.378,0.067001675,0.273031826,8.8,8.8,108,1.56515,6.5938,6.6605,90,83.88611111,1774.5,0.65305,1.1786,0.322,0.12962963,0.259259259,42.4,20.5,252,1.6338,6.73725,6.4265,92.3,88.66944444,2310.5,-0.2432,0.7834,0.225,0.134920635,0.246031746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643493,Austin Pruitt,R,2018,29,1018,69.2,14.4,5.5,0.316,0.346,13.6,51.4,20.4,49.6,25,44.5,454,-0.34855,5.89395,5.4665,94,91.80220264,2284.5,-0.21495,1.31755,0.2295,0.055066079,0.246696035,9,9,92,-0.34685,5.92555,5.445,87.3,85.72173913,1793.5,-0.97185,0.7433,0.158,0.108695652,0.206521739,46.3,25.7,256,-0.38655,5.8876,5.08,90.8,87.91601563,2589,0.19885,0.31445,0.177,0.129770992,0.267175573,46.3,20.6,209,-0.2571,6.0066,4.811,85.8,82.95454545,2887,0.3379,-0.6753,0.3,0.128571429,0.257142857
643493,Austin Pruitt,R,2017,28,1329,83,17.8,5.9,0.335,0.382,14.5,48.3,22.3,46,20.5,42.2,562,-0.2913,5.98975,5.58,94.3,91.61548043,2297.5,-0.4524,1.38,0.2495,0.046181172,0.273534636,13.6,13.6,182,-0.3088,6.0155,5.5605,88.3,85.43791209,1844,-1.0861,0.67715,0.127,0.137362637,0.214285714,44,28.8,357,-0.3268,5.996,5.207,90.2,87.43109244,2675,0.1159,0.4021,0.243,0.153645833,0.307291667,44,15.1,202,-0.1868,6.1055,4.8835,84.1,81.01732673,2965,0.22885,-0.97625,0.2715,0.089108911,0.321782178
643493,Austin Pruitt,R,2019,30,720,47,20.2,6.2,0.302,0.358,16.1,47.2,24.9,54.9,17.6,43.8,316,-0.40495,5.85035,5.571,94.2,91.89303797,2402,-0.16015,1.31795,0.266,0.069620253,0.253164557,19.1,19.1,138,-0.41505,5.86905,5.52,87.7,86.09275362,1874,-0.98345,0.61505,0.135,0.130434783,0.275362319,36.9,23.3,147,-0.4416,5.8232,5.165,89.8,87.46394558,2683,0.4552,0.0962,0.2255,0.172619048,0.303571429,36.9,13.6,97,-0.3597,5.9864,5.006,84.9,81.56185567,3001,0.5696,-0.8367,0.284,0.112244898,0.397959184
608723,Austin Voth,R,2019,27,683,43.2,25.3,7.5,0.276,0.332,22.9,50.7,28.8,37.7,27.2,60.4,413,-2.2034,5.7908,6.161,95.8,92.73075061,2201,-0.3546,1.3946,0.191,0.08716707,0.271186441,8,8,55,-2.3579,5.6842,6.312,88.8,86.04,1934,-0.5955,0.9249,0.353,0.163636364,0.181818182,31.4,11.2,73,-2.2978,5.7575,5.756,88.9,86.72054795,2546,0.2962,0.6689,0.0825,0.181818182,0.272727273,31.4,20.2,137,-2.3485,5.7851,5.468,82,79.47153285,2834,1.1472,-0.3598,0.179,0.210144928,0.413043478
112526,Bartolo Colon,R,2016,43,2843,191.2,16.2,4,0.326,0.374,9.7,52.9,13.7,45.1,22.1,89.4,2493,-1.4022,5.774,5.3,94,88.41913357,2140,-1.2823,0.989766667,0.2925,0.040147913,0.270470153,4.2,4.2,119,-1.468,5.721,5.357,84.4,81.4394958,1667,-1.218283333,0.923833333,0.181,0.174887892,0.251121076,6.3,6.3,145,-1.5932,5.7442,5.003,85.8,82.61931034,2328,0.075966667,0.584133333,0.132,0.042168675,0.180722892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112526,Bartolo Colon,R,2018,45,2228,146.1,12.9,4,0.365,0.405,8.9,49.9,12.6,43.2,24.9,81.5,1816,-1.46245,5.47,5.136,93.7,87.30781938,2165,-1.3575,0.74125,0.2885,0.037995595,0.262114537,11.1,11.1,248,-1.49845,5.44115,5.2245,83.7,80.77983871,1651.5,-1.15745,0.64845,0.1715,0.149193548,0.217741935,7.3,7.3,155,-1.5705,5.5131,4.777,84.8,80.5116129,2395,0.3516,0.163,0.178,0.079268293,0.201219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112526,Bartolo Colon,R,2017,44,2281,143,13.7,5.4,0.356,0.394,9.2,49.9,12.7,44.2,24.7,82.9,1893,-1.4842,5.5877,5.247,93.6,87.82614897,2110,-1.2724,1.0291,0.2925,0.040147913,0.270470153,9.7,9.7,222,-1.52955,5.5392,5.3295,83.7,81.25135135,1667.5,-1.1798,0.82725,0.181,0.174887892,0.251121076,7.2,7.2,166,-1.59555,5.60685,4.958,87.1,81.51325301,2350.5,0.24985,0.4483,0.132,0.042168675,0.180722892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594902,Ben Lively,R,2017,25,1408,88.2,14,6.5,0.337,0.358,14.4,52.2,17.7,38.9,26,61.4,865,-1.4631,5.1106,6.871,94,91.27526012,1915,-0.6708,1.2303,0.267,0.069364162,0.23699422,5.3,5.3,75,-1.4851,5.1191,6.657,87.5,84.87733333,1847,-1.238,0.7225,0.1455,0,0.093333333,33.2,12.9,159,-1.5373,5.0838,6.541,85.1,81.94150943,1971,0.5315,0.2119,0.092,0.148351648,0.302197802,33.2,20.3,286,-1.5078,5.2219,6.359,80.3,75.48111888,2041,1.04055,-0.2387,0.158,0.048780488,0.257839721
605483,Blake Snell,L,2016,24,1716,89,24.4,12.7,0.32,0.369,21.8,47.5,27.9,38.9,23.8,57.3,971,1.0186,6.9111,6.432,97.3,94.16652935,2514,0.5046,1.762333333,0.214,0.04868316,0.24820431,17.8,17.8,302,1.41075,6.6573,6.4245,88,85.41854305,1747,1.229658333,1.474233333,0.176,0.135135135,0.280665281,24.7,12,149,0.9623,6.9574,5.934,87.7,83.11342282,2354,0.094058333,0.076733333,0.19,0.239616613,0.297124601,24.7,12.7,211,0.841,7.0745,5.849,80.3,76.33981043,2378,-0.202366667,-0.882166667,0.145,0.19650655,0.35371179
605483,Blake Snell,L,2017,25,2275,129.1,21.8,10.8,0.316,0.36,16.5,42.8,26.5,44.8,25,55,1252,1.4647,6.81625,6.624,97.3,94.29345048,2438,0.1262,1.57655,0.214,0.04868316,0.24820431,21.1,21.1,481,1.9879,6.6065,6.681,90.7,86.33201663,1753,0.7862,1.2908,0.176,0.135135135,0.280665281,23.8,13.7,309,1.3565,6.8005,6.231,91.2,85.97313916,2365,-0.4874,0.3319,0.19,0.239616613,0.297124601,23.8,10,229,1.5725,6.8791,5.939,83.8,79.05240175,2480,-0.5582,-0.8409,0.145,0.19650655,0.35371179
605483,Blake Snell,L,2019,27,1890,107,33.3,9.1,0.264,0.35,22.7,44.4,38.3,38.7,22.9,48.3,914,1.67215,6.7794,6.5675,97.9,95.51673961,2355,0.5239,1.5762,0.2645,0.128008753,0.32166302,20.3,20.3,385,1.975,6.603,6.63,89.8,86.30025974,1820,1.109,0.8927,0.115,0.2,0.290909091,31.2,6.7,126,1.69465,6.74455,6.2945,90.5,87.26190476,2379,-0.4392,0.3625,0.176,0.228346457,0.299212598,31.2,24.5,464,1.6019,6.84965,5.882,85.4,80.96961207,2486,-0.4577,-0.67415,0.2665,0.24137931,0.385775862
605483,Blake Snell,L,2018,26,2913,180.2,31.6,9.1,0.273,0.356,22.9,44.2,34.8,45.7,26.1,51.4,1500,1.6738,6.68775,6.6155,98.5,95.78066667,2368,0.39605,1.50335,0.2265,0.094,0.287333333,19.1,19.1,557,2.0076,6.5536,6.645,91.5,87.46104129,1782,1.1086,1.0254,0.1395,0.152057245,0.291592129,29.3,9.1,257,1.6528,6.6998,6.302,91.6,88.05680934,2414,-0.4168,0.2356,0.231,0.259398496,0.338345865,29.3,20.1,588,1.61945,6.77685,5.8845,85.6,81.26173469,2520.5,-0.49395,-0.9481,0.246,0.244897959,0.414965986
595014,Blake Treinen,R,2018,30,1155,80.1,31.7,6.7,0.236,0.315,23.1,52,35.9,52.6,15.6,77.4,316,-2.97295,6.44115,5.6055,100.2,96.11993671,2550.5,-0.39,1.02,0.153,0.158227848,0.303797468,0,0,1,-3.7417,4.972,5.068,84.1,84.1,1853,-1.4454,0.2332,NA,1,1,22.4,22.4,242,-3.1372,6.407,5.245,92.9,89.19958678,2736,0.39525,-0.3793,0.224,0.28957529,0.401544402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595014,Blake Treinen,R,2017,29,1194,75.2,22.8,7.7,0.313,0.371,20,51.3,28.4,61.1,14.9,67.1,186,-2.71185,6.48445,5.5175,99.9,97.28172043,2424,-0.9972,1.2754,0.335,0.086021505,0.215053763,6.8,6.8,82,-2.76175,6.3701,5.677,92,89.22317073,1474.5,-1.23205,0.40275,0.075,0.231707317,0.292682927,25.9,25.9,294,-2.8246,6.4175,5.0515,93.2,89.1329932,2532,0.21425,-0.0446,0.159,0.258064516,0.358064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502028,Blake Wood,R,2016,31,1295,76.2,24.5,11.5,0.311,0.367,16.6,50.6,25.8,52.4,16.3,54.9,587,-2.3752,6.2512,6.205,99.4,96.71754685,2198,-1.067983333,1.1804,0.228,0.04964539,0.223404255,6.7,6.7,64,-2.39595,6.1707,5.987,93.9,87.9265625,812.5,-0.9253375,0.442233333,NA,0,0,38.3,38.3,421,-2.6573,6.0441,6.084,94.3,90.404038,2388,0.236008333,0.472333333,0.223,0.174712644,0.314942529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502028,Blake Wood,R,2017,32,1278,74.1,25.3,9.9,0.297,0.354,20.4,49.8,28.8,53.3,17.3,55.3,282,-1.82615,6.5909,6.067,98.7,96.10780142,2246.5,-0.48595,1.4648,0.228,0.04964539,0.223404255,10.5,0,1,-2.7761,6.1512,5.95,90.6,90.6,2501,-0.402,0.6857,NA,0,0,34,34,425,-2.3174,6.3698,5.995,93.1,89.77529412,2387,0.3301,0.5075,0.223,0.174712644,0.314942529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502202,Brad Boxberger,R,2018,30,975,53.1,30.2,13.6,0.298,0.374,22.7,49.4,27.1,48.1,26,66.2,646,-1.913,5.59635,5.479,94.5,91.34380805,2277,-0.30065,1.21,0.233,0.089783282,0.357585139,30.7,30.7,298,-1.91195,5.4495,5.8655,82.5,79.62818792,1267,-1.15765,0.34945,0.17,0.136666667,0.23,2.9,2.9,28,-1.7664,5.69785,5.181,89.2,85.88928571,2274,0.63235,0.4364,0.516,0.137931034,0.206896552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542960,Brad Brach,R,2017,31,1175,68,25.5,9.5,0.304,0.369,21.4,49,26.4,42.5,22.3,63.4,746,-2.8779,5.92545,5.588,98.8,94.85174263,2356,-0.6937,1.28195,0.164,0.108579088,0.293565684,22.2,22,259,-3.3497,5.6955,5.463,90.7,86.96293436,1995,-1.3717,0.0659,0.18,0.177606178,0.243243243,14.2,14.2,111,-3.1856,5.8478,5.123,89,86.11981982,2671,0.6253,0.0516,0.1435,0.089285714,0.279761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
