"","player_name","year","pitcher","player_age","n","p_formatted_ip","p_k_percent","p_bb_percent","xwoba","xwobacon","z_swing_miss_percent","in_zone_percent","whiff_percent","groundballs_percent","flyballs_percent","n_fastball_formatted","N_FB","Rel_X_FB","Rel_Z_FB","Extension_FB","Max_Velo_FB","Avg_Velo_FB","Spin_FB","H_Break_FB","V_Break_FB","xwOBA_FB","SwStr_FB","CSW_FB","swstr_fb_pred","n_offspeed_formatted","n_ch_formatted","N_CH","Rel_X_CH","Rel_Z_CH","Extension_CH","Max_Velo_CH","Avg_Velo_CH","Spin_CH","H_Break_CH","V_Break_CH","xwOBA_CH","SwStr_CH","CSW_CH","swstr_ch_pred","n_breaking_formatted","n_sl_formatted","N_SL","Rel_X_SL","Rel_Z_SL","Extension_SL","Max_Velo_SL","Avg_Velo_SL","Spin_SL","H_Break_SL","V_Break_SL","xwOBA_SL","SwStr_SL","CSW_SL","n_cukc_formatted","N_CB","Rel_X_CB","Rel_Z_CB","Extension_CB","Max_Velo_CB","Avg_Velo_CB","Spin_CB","H_Break_CB","V_Break_CB","xwOBA_CB","SwStr_CB","CSW_CB","swstr_cb_pred","swstr_sl_pred","MaxBB","Team","Age","K.9","BB.9","K.BB","HR.9","WHIP","ERA","FIP","xFIP","SIERA","WAR","Dollars","playerid","arsenal_pred","urs_arsenal_pred","FIP_pred","use_FIP_pred","FB_Grade","CH_Grade","CB_Grade","SL_Grade","ARS_Grade","USE_ARS_Grade","Pres_Grade","USE_Pres_Grade"
"216","Dan Straily",2018,573185,30,2134,122.1,19.1,10,0.349,0.394,15.8,48,24,34.4,26.9,49.2,1052,-2.36695,6.2032,6.1575,93.1,90.35247148,2320,-0.7199,1.47335,0.335,0.046533713,0.222222222,0.057435973,17,17,358,-2.6195,5.97205,6.16,86.1,83.51340782,1486.5,-1.01965,0.2436,0.189,0.192837466,0.253443526,0.163596532,33.6,32.9,645,-2.3346,6.3345,5.796,87.7,83.7875969,2576,0.4562,0.2254,0.249,0.13371266,0.324324324,0.7,15,-2.5019,6.3848,5.707,77.2,74.98666667,2705,0.6928,-0.6104,NA,0,0.4375,0.040678997,0.133102264,0.133102264,"Marlins",29,7.28,3.83,1.9,1.47,1.3,4.12,5.11,4.99,4.92,0,"$0.40 ",9460,4.73885433333333,4.82715066666667,4.945167,4.98495333333332,40,60,30,40,40,40,35,35
"217","Dan Straily",2019,573185,31,966,47.2,14,9.3,0.45,0.501,14.2,47.7,18.4,26.8,32.4,52.3,526,-2.4753,6.20855,6.096,93.6,90.25057034,2367,-0.66525,1.4344,0.314,0.070342205,0.243346008,0.065863201,24.1,24.1,242,-2.7594,5.9777,6.0165,86.1,84.01280992,1664.5,-1.0067,0.2273,0.262,0.099173554,0.173553719,0.124548792,23.4,19.9,171,-2.5837,6.1908,5.716,86.3,83.68596491,2630,0.4945,0.2499,0.555,0.066666667,0.241025641,3.5,34,-2.6895,6.1718,5.769,78.9,76.08235294,2745.5,0.7911,-0.41165,0.5,0.029411765,0.294117647,0.053776881,0.102602121,0.102602121,"Orioles",30,6.23,4.15,1.5,4.15,1.99,9.82,9.34,7.14,6.07,-1.1,"($9.10)",9460,6.21859766666666,6.15649066666666,6.09342833333333,6.17813,40,50,35,35,20,20,20,20
"218","Daniel Gossett",2017,605254,25,1580,91.1,17.4,7.5,0.384,0.442,12.3,47.5,21.1,44.7,20.9,52.8,835,-0.866,6.0236,6.343,94.8,91.52323353,2349,-0.4348,1.3507,0.372,0.032335329,0.194011976,0.047536215,10.3,10.3,163,-1.1118,5.8113,6.35,87.6,84.23742331,1627,-0.7113,1.0677,0.2135,0.140243902,0.274390244,0.127487226,36.7,21.7,209,-0.9594,5.9498,5.996,88.4,83.98803828,2431,0.4862,0.1083,0.182,0.151162791,0.363372093,15,233,-0.8932,5.9327,5.869,82.7,78.45922747,2403,0.5706,-0.6392,0.261,0.164556962,0.303797468,0.128000236,0.159922376,0.159922376,"Athletics",24,7.09,3.05,2.32,2.07,1.61,6.11,5.59,4.53,4.76,-0.1,"($1.20)",16164,4.62084733333333,4.59806366666667,4.61515633333333,4.57451666666666,35,50,60,50,40,40,40,50
"219","Daniel Hudson",2016,543339,29,1104,60.1,21.6,8.2,0.323,0.378,22.7,46.8,26.4,41.3,14.7,62.7,662,-2.57125,5.49745,6.1655,98.6,96.41873112,2418.5,-0.7813,1.344516667,0.2915,0.096676737,0.262839879,0.096659031,18,18,194,-2.43065,5.4328,6.357,88.2,85.88969072,2511,-1.550195833,1.07075,0.1685,0.131578947,0.210526316,0.134776107,19.2,19.2,146,-2.57555,5.4996,6.0725,89.9,86.55136986,2479,-0.097295833,0.4021,0.1545,0.175438596,0.347368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166820303,0.166820303,"Diamondbacks",29,8.65,3.28,2.64,0.9,1.44,5.22,3.81,4.12,3.84,0.7,"$5.70 ",7146,3.99032999999999,4.17726599999999,4.066985,4.12148966666666,60,50,NA,50,50,50,50,50
"220","Daniel Hudson",2017,543339,30,1099,61.2,24.4,12.2,0.324,0.369,22.6,48.5,28.1,44.3,22.8,60.2,662,-2.56545,5.3923,6.065,98,95.37779456,2404,-0.8197,1.22505,0.2915,0.096676737,0.262839879,0.097447577,13.8,13.8,152,-1.96275,5.3017,6.1465,88.8,86.04539474,2416.5,-1.6167,0.9781,0.1685,0.131578947,0.210526316,0.132826132,25.9,25.9,264,-2.6622,5.44795,6.0145,90.1,86.64280303,2575.5,-0.0813,0.30765,0.1545,0.175438596,0.347368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180594973,0.180594973,"Pirates",30,9.63,4.82,2,1.02,1.46,4.38,4.34,4.57,4.24,0.2,"$1.50 ",7146,4.211357,4.33057033333333,4.47842966666667,4.563142,60,50,NA,60,50,50,50,50
"221","Daniel Hudson",2018,543339,31,715,46,22.3,9.1,0.3,0.338,22.4,55,28.1,38.9,22.9,54.4,389,-2.8341,5.3709,5.986,97.4,95.33727506,2432,-0.5818,1.281,0.208,0.120822622,0.280205656,0.113357602,4.6,4.6,33,-2.6488,5.3979,6.032,89,86.21818182,2336,-1.463,0.8962,0.06,0.090909091,0.181818182,0.107472518,40.9,40.9,277,-2.7452,5.501,5.857,89.1,86.63826715,2568,0.113,0.2308,0.198,0.146757679,0.303754266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160158895,0.160158895,"Dodgers",31,8.61,3.52,2.44,1.17,1.22,4.11,4.38,4.33,3.97,-0.1,"($0.80)",7146,4.07405866666666,4.09222066666666,4.20015833333333,4.21376266666666,65,50,NA,50,50,50,50,50
"222","Daniel Hudson",2019,543339,32,1217,73,23.4,8.9,0.307,0.36,16.7,51.6,23,37.6,29.2,70.7,885,-2.6865,5.3787,6.089,98.5,96.07740113,2465,-0.7294,1.2764,0.243,0.092655367,0.251977401,0.097860374,5.9,5.9,73,-2.5141,5.3087,6.122,90.9,88.61917808,2386,-1.5066,0.9633,0.1375,0.095890411,0.232876712,0.110788019,23.2,23.2,273,-2.5816,5.5043,5.914,90.5,86.72454212,2638,0.1901,0.1297,0.2145,0.129370629,0.304195804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149791942,0.149791942,"- - -",32,8.75,3.33,2.63,0.99,1.14,2.47,3.97,5.08,4.31,0.9,"$7.60 ",7146,4.81719633333333,4.69322333333333,4.746137,4.78734233333333,60,50,NA,50,40,40,40,40
"223","Daniel Mengden",2016,596043,23,1308,72,21.4,9.9,0.346,0.398,16.9,52.3,22.1,42.4,23.2,55.6,709,-0.5669,6.1447,6.104,97.1,92.64330042,2152,-0.632391667,1.682066667,0.306,0.041436464,0.259668508,0.065407078,14.9,14.9,191,-0.7087,6.1165,6,85,81.84816754,1842,-1.214108333,0.7418,0.279,0.093023256,0.255813953,0.106344702,29.3,17.3,207,-0.8626,6.0135,5.971,90.1,87.56183575,2265,0.366825,0.756133333,0.2795,0.196261682,0.271028037,12,154,-0.64435,6.03805,5.956,79.2,75.33116883,2567,0.908183333,-1.164533333,0.079,0.14893617,0.340425532,0.130778715,0.164345793,0.164345793,"Athletics",23,8.88,4.13,2.15,1.13,1.61,6.5,4.34,4.57,4.5,0.8,"$6.10 ",16980,4.56526533333333,4.62778566666667,4.59852533333333,4.65049866666667,40,40,60,50,40,40,40,40
"224","Daniel Mengden",2017,596043,24,649,43,17.2,5.3,0.338,0.389,13.2,50.2,21.5,39.7,29,55.7,362,-0.3772,5.93545,6.5775,95.4,92.17071823,2092.5,-0.5012,1.56925,0.306,0.041436464,0.259668508,0.057446176,13.2,13.2,86,-0.51275,6.03005,6.2005,82.5,80.82674419,1757.5,-1.192,0.70945,0.279,0.093023256,0.255813953,0.1105512,30.9,16.4,86,-0.61005,5.90695,6.0475,86.1,84.23604651,2185.5,0.4626,0.0893,0.2795,0.196261682,0.271028037,14.4,94,-0.3343,5.89945,6.3455,75,72.60212766,2363,0.77185,-1.31095,0.079,0.14893617,0.340425532,0.133917044,0.178492111,0.178492111,"Athletics",24,6.07,1.88,3.22,1.26,1.05,3.14,4.25,4.67,4.69,0.6,"$4.60 ",16980,4.54761066666667,4.56891266666667,4.25606600000001,4.45809733333334,40,50,65,60,50,40,50,50
"225","Daniel Mengden",2018,596043,25,1771,115.2,15.1,5.5,0.351,0.393,13,52.8,18.2,40.5,25.1,59.5,1054,-0.33085,5.98905,6.3785,95.3,91.54240987,2128,-0.60885,1.44845,0.242,0.069194313,0.24549763,0.061308456,12.9,12.9,230,-0.5468,6.0676,6.041,86.2,82.06478261,1897,-1.35015,0.6674,0.297,0.047826087,0.247826087,0.086142245,27.4,17.2,246,-0.4818,5.9884,5.9695,87,83.01422764,2256,0.44115,-0.127,0.171,0.117647059,0.284313725,10.2,182,-0.2646,5.98025,6.278,75.4,72.22967033,2466.5,0.76085,-1.5278,0.233,0.115384615,0.296703297,0.119142907,0.130587008,0.130587008,"Athletics",25,5.6,2.02,2.77,1.4,1.12,4.05,4.69,4.7,4.73,0.5,"$4.40 ",16980,4.844277,4.888216,4.72946333333333,4.775669,40,40,60,40,40,35,40,40
"226","Daniel Mengden",2019,596043,26,1048,59.2,16.2,10.4,0.331,0.353,9.3,49.6,15.1,37.7,28.3,67,700,-1.6088,5.87305,6.35,95.1,90.03728571,2171,-0.5745,1.41015,0.223,0.045519203,0.240398293,0.056860539,11,11,116,-1.76865,5.89235,6.1885,85.9,82.85086207,1958.5,-1.3016,0.7736,0.258,0.043103448,0.232758621,0.085570072,21.8,12.1,89,-1.7806,5.8755,6.026,87.1,83.62808989,2349,0.4877,-0.084,0.14,0.102362205,0.244094488,9.7,102,-1.51695,5.85595,6.276,75.7,72.5,2535.5,0.8439,-1.4885,0.5185,0.12745098,0.294117647,0.124342587,0.12116105,0.124342587,"Athletics",26,6.34,4.07,1.56,1.06,1.44,4.83,4.69,5.73,5.66,0.6,"$5.10 ",16980,5.40776766666667,5.39958933333334,5.467497,5.49369366666667,40,40,60,40,30,30,30,30
"227","Daniel Norris",2016,596057,23,1190,69.1,23.5,7.3,0.322,0.392,18.4,53.4,25.4,38.3,25.4,62.6,740,1.37775,6.12665,5.554,97.1,93.68837838,2448,0.437104167,1.540166667,0.3515,0.067067067,0.25025025,0.072497375,14.9,14.9,172,1.513,6.0878,5.429,90.1,86.36744186,1538.5,1.0285625,0.609933333,0.218,0.0969163,0.268722467,0.105532919,22.4,14.6,102,1.09035,6.25,5.21,90.8,87.6127451,2532,-0.454954167,0.52035,0.1615,0.130331754,0.251184834,7.8,92,1.22155,6.25175,5.207,80,76.70652174,2536.5,-0.4201625,-0.930183333,0.161,0.129213483,0.264044944,0.122665008,0.143411758,0.143411758,"Tigers",23,9.22,2.86,3.23,1.3,1.4,3.38,3.93,4,3.94,1.2,"$9.30 ",13475,4.35850433333333,4.32658133333333,4.33069166666666,4.23462233333333,50,40,60,50,50,50,50,50
"228","Daniel Norris",2017,596057,24,1826,101.2,18.7,9.6,0.367,0.42,14.9,50.1,22.8,39.6,24.8,54.7,999,1.2256,5.9908,5.729,96,93.13133133,2415,0.6199,1.4437,0.3515,0.067067067,0.25025025,0.068850814,12.4,12.4,225,1.5746,6.0055,5.47,89.9,86.10888889,1527,1.1204,0.1339,0.218,0.0969163,0.268722467,0.116118514,32.8,23.1,352,1.09455,6.10415,5.378,92.3,87.43778409,2524.5,-0.37465,0.34635,0.1615,0.130331754,0.251184834,9.7,177,1.2197,6.1132,5.306,79.2,77.35819209,2481,-0.5144,-1.2153,0.161,0.129213483,0.264044944,0.119150375,0.142987857,0.142987857,"Tigers",24,7.61,3.9,1.95,1.06,1.61,5.31,4.39,5.06,4.94,1.4,"$10.80 ",13475,4.87275533333333,5.01394166666666,4.97238999999999,5.011869,50,50,60,50,35,35,35,35
"229","Daniel Norris",2018,596057,25,815,44.1,25.5,9.5,0.361,0.452,16.1,51.9,24.3,32.8,27.3,52.1,425,1.5554,6.1612,5.661,92.9,90.16141176,2400,0.3884,1.4089,0.337,0.077647059,0.237647059,0.075871976,6.5,6.5,53,1.7201,6.2316,5.5,87.1,84.4509434,1546,0.7858,0.3099,0.1965,0.113207547,0.20754717,0.123826695,41.3,35.4,218,1.31225,6.26015,5.1285,86.4,83.07477064,2562.5,-0.50755,-0.1686,0.363,0.128027682,0.301038062,5.8,48,1.1483,6.2859,5.5325,78.8,76.14375,2444.5,-0.63115,-1.38235,0.437,0.125,0.208333333,0.114737757,0.141778038,0.141778038,"Tigers",25,10.35,3.86,2.68,1.62,1.47,5.68,4.63,4.22,4.01,0.3,"$2.80 ",13475,4.43669233333334,4.32072500000001,4.55959433333333,4.40081133333334,50,50,50,50,50,50,50,50
"230","Daniel Norris",2019,596057,26,2360,144.1,20.5,6.2,0.333,0.393,12.5,50.1,23.1,43.6,27.3,51.6,1271,1.7785,6.022,5.524,94.9,90.71093627,2370,0.5921,1.3709,0.292,0.05350118,0.277734068,0.060459161,18.9,18.9,468,2.0633,6.0676,5.2315,89.6,85.7258547,1554,1.0161,-0.004,0.148,0.200426439,0.296375267,0.17034427,29.3,22.7,468,1.57045,6.2515,5.0345,88.4,84.50683761,2524,-0.4598,0.1316,0.191,0.14954955,0.282882883,6.5,157,1.4685,6.2529,5.345,78.3,75.77070064,2545,-0.6281,-1.2223,0.3475,0.063694268,0.222929936,0.079064849,0.149515622,0.149515622,"Tigers",26,7.79,2.37,3.29,1.56,1.33,4.49,4.61,4.55,4.57,1.9,"$15.30 ",13475,4.45534366666667,4.55060933333334,4.39596666666666,4.45458933333333,40,60,40,50,50,50,50,50
"231","Daniel Ponce de Leon",2019,594965,27,861,48.2,25.6,12.8,0.29,0.331,22.8,45.8,27,46.3,26.8,84,724,-1.5911,6.61155,5.648,97.5,92.67085635,2353.5,-0.9198,1.40395,0.217,0.124309392,0.259668508,0.09377517,7.3,7.3,63,-2.0492,6.5153,5.531,85.3,83.14285714,2227,-1.4972,0.9738,0.325,0.095238095,0.174603175,0.114846752,8.5,0.1,1,-1.8962,6.4328,5.057,84.4,84.4,2426,0.3117,0.0506,NA,0,0,8.4,73,-1.5156,6.7255,4.98,82.6,77.88630137,2748,0.8023,-1.2199,0.141,0.02739726,0.219178082,0.055532221,0.079612808,0.079612808,"Cardinals",27,9.62,4.81,2,1.11,1.27,3.7,4.41,4.72,4.74,0.6,"$4.60 ",16110,4.503922,4.59564933333334,4.91050166666667,4.80129933333334,60,50,35,25,50,40,35,40
"232","Danny Barnes",2017,592130,28,1063,66,23.4,9.1,0.275,0.314,21.2,48.5,25.4,33.1,28.7,67.5,718,-1.52025,5.5662,5.626,95.2,92.01197772,2281,-1.11035,1.4793,0.171,0.122562674,0.286908078,0.100309869,27.8,27.8,296,-1.53445,5.56965,5.7915,83.1,79.46081081,1408,-1.305,0.2931,0.181,0.121621622,0.236486486,0.128499814,4.6,4.6,49,-1.4784,5.5826,5.417,88.3,83.4755102,2382,-0.0113,0.6197,0.244,0.040816327,0.102040816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075730341,0.075730341,"Blue Jays",27,8.45,3.27,2.58,1.5,1.09,3.55,4.58,4.89,4.15,0.2,"$1.60 ",11388,4.63396233333334,4.64050433333334,4.82581933333333,4.66101433333333,60,50,NA,25,40,40,40,40
"233","Danny Barnes",2018,592130,29,790,41,19.9,11.5,0.307,0.332,20.5,46.3,23.5,35.7,28.7,65.5,518,-1.4553,5.29765,5.5775,94.6,91.68436293,2252,-1.0793,1.39335,0.2325,0.104247104,0.260617761,0.093830083,23.6,23.6,187,-1.5523,5.2117,5.666,82.9,79.55668449,1362,-1.0544,0.156,0.241,0.058823529,0.197860963,0.08730953,10.7,10.7,84,-1.4843,5.3329,5.388,84.8,82.1,2408,0.3451,0.4,0.215,0.129411765,0.247058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134918605,0.134918605,"Blue Jays",28,8.34,4.83,1.73,1.32,1.68,5.71,4.89,5.53,4.69,-0.1,"($0.70)",11388,4.99174600000001,5.031643,5.11502333333333,5.25288966666667,60,40,NA,50,35,35,35,30
"234","Danny Duffy",2017,518633,29,2274,146.1,21.3,6.7,0.314,0.369,17.7,55.1,24.5,41,25.3,47.3,1077,1.478,5.9406,6.645,95.9,92.89888579,2176,0.4734,1.4468,0.249,0.070566388,0.267409471,0.071517937,22.8,22.8,520,1.54565,5.89485,6.712,87.5,83.65826923,2427.5,0.88585,1.02175,0.1625,0.159615385,0.282692308,0.146637633,29.7,29.1,607,1.6255,5.8509,6.371,86.7,82.9878089,2333,-0.62,-0.0273,0.2235,0.152567976,0.290030211,0.6,15,1.4641,5.8239,6.193,77.1,73.33333333,2420,-1.0758,-1.0833,0.1975,0,0.133333333,0.049599053,0.156035799,0.156035799,"Royals",28,8,2.52,3.17,0.8,1.26,3.81,3.46,4.39,4.31,3.6,"$28.80 ",3542,4.51109666666667,4.521061,4.48957033333334,4.55000933333334,50,50,35,50,50,50,50,50
"235","Danny Duffy",2018,518633,30,2775,155,20.4,10.1,0.345,0.394,17.7,49.5,23.4,36.1,26.8,55.7,1545,1.841,5.8049,6.629,97.4,93.10614887,2257,0.6901,1.4232,0.306,0.078266494,0.25549806,0.076973204,18.5,18.5,516,2.00085,5.74585,6.6245,87.9,83.63604651,2421.5,1.24695,0.93505,0.204,0.137330754,0.251450677,0.146103904,25.6,16.1,435,1.9679,5.6985,6.171,87.8,83.33103448,2357,-0.3428,-0.1319,0.24,0.118040089,0.262806236,9.5,264,1.81135,5.76615,6.153,80.6,76.16666667,2375.5,-0.67575,-1.2876,0.292,0.090909091,0.261363636,0.096378874,0.125857306,0.125857306,"Royals",29,8.19,4.06,2.01,1.34,1.49,4.88,4.7,4.92,4.75,1.2,"$9.90 ",3542,4.60000533333334,4.708434,4.88603733333333,4.89188200000001,50,50,50,40,40,40,40,40
"236","Danny Duffy",2019,518633,31,2161,130.2,20.7,8.3,0.342,0.394,16.9,51.3,24.2,35.8,27.2,53.1,1188,1.6961,5.8593,6.581,95.9,92.31077441,2237,0.6442,1.3959,0.271,0.073232323,0.243265993,0.075036751,11.5,11.5,265,1.7917,5.7902,6.585,86.6,83.79773585,2307,1.2485,0.9058,0.176,0.158490566,0.252830189,0.157020988,35.3,26.3,560,1.8447,5.8052,6.2855,88.2,84.15410714,2323.5,-0.24365,0.1438,0.1805,0.140439932,0.285956007,9,216,1.6899,5.8561,6.287,80,76.18472222,2364,-0.72005,-1.29565,0.404,0.111111111,0.342592593,0.107015158,0.136580766,0.136580766,"Royals",30,7.92,3.17,2.5,1.45,1.31,4.34,4.78,5.14,4.89,1.3,"$10.50 ",3542,4.85698866666667,4.87798266666667,4.870627,4.832993,50,50,50,50,35,35,40,40
"237","Danny Salazar",2016,517593,26,2370,137.1,27.6,10.8,0.309,0.382,19.4,49.1,25.7,49.2,20.4,68.2,1608,-2.44455,5.819,5.673,99,95.30833333,2414,-0.933409167,1.64695,0.348,0.114206128,0.281337047,0.112768998,17.7,17.7,415,-2.5021,5.7492,5.585,90.1,86.40144578,1378,-0.733983333,0.584133333,0.231,0.2760181,0.366515837,0.215599119,13.9,11.1,209,-2.5364,5.6522,5.528,89.6,85.11004785,2606,0.194258333,0.295603333,0.137,0.194736842,0.321052632,2.8,66,-2.55735,5.7341,5.5235,82.6,80.23636364,2643.5,0.4315375,-0.80405,0.309,0.144230769,0.326923077,0.108827572,0.174959261,0.174959261,"Indians",26,10.55,4.13,2.56,1.05,1.34,3.87,3.74,3.74,3.86,2.5,"$20.10 ",5867,3.59143633333334,3.57732233333333,3.84241433333333,3.87409233333333,65,70,50,60,65,65,60,60
"238","Danny Salazar",2017,517593,27,1812,103,33,10,0.317,0.432,25.5,50.2,34.5,39.3,23.1,59.4,1077,-2.7015,5.7032,5.776,98.6,95.13129062,2471,-0.9484,1.4896,0.348,0.114206128,0.281337047,0.113507301,24.3,24.3,441,-2.6916,5.6731,5.653,90.9,86.57278912,1582,-0.8747,0.3962,0.231,0.2760181,0.366515837,0.213953838,16.1,10.4,186,-2.7543,5.68545,5.594,89.6,86.18817204,2488.5,0.0897,0.42645,0.137,0.194736842,0.321052632,5.6,102,-2.6177,5.75925,5.6325,84.4,80.85,2760.5,0.3335,-0.77725,0.309,0.144230769,0.326923077,0.111097869,0.170131722,0.170131722,"Indians",27,12.67,3.84,3.3,1.22,1.34,4.28,3.48,3.21,3.4,2.1,"$17.20 ",5867,3.37568633333334,3.33383533333334,3.47011233333334,3.458493,70,70,50,50,70,70,65,65
"239","Dario Agrazal",2019,642607,25,1148,73.1,12.8,5.6,0.347,0.365,13.4,50.1,16.1,42.5,25.8,67.6,143,-2.3264,6.2708,5.781,93.6,90.83286713,2272,-0.8218,1.3471,0.2965,0.055944056,0.251748252,0.055818017,13.4,13.4,154,-2.3497,6.27465,5.905,87.8,85.64480519,1776,-1.209,0.79585,0.176,0.11038961,0.214285714,0.118593101,18.9,18.9,217,-2.2739,6.3108,5.283,86.3,83.01751152,2252,0.0664,0.0309,0.261,0.142201835,0.298165138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153605506,0.153605506,"Pirates",24,5.03,2.21,2.28,1.84,1.36,4.91,5.9,5.9,5.54,-0.1,"($0.70)",15821,5.35958300000002,5.35714900000001,5.24017366666668,5.31765866666668,35,50,NA,50,30,30,30,30
"240","David Hess",2018,605276,25,1750,103.1,16.3,8.1,0.33,0.356,13.1,49.7,19.1,35.2,29.6,58.7,1028,-2.1076,5.813,5.6555,95.3,91.89815175,2172,-0.2505,1.46815,0.254,0.052529183,0.212062257,0.064074221,9,9,156,-2.41935,5.68895,5.5875,87.8,83.57051282,1596.5,-0.86265,0.7238,0.1355,0.088607595,0.221518987,0.106994855,32.2,24.8,305,-1.8005,5.8161,5.262,84.4,79.87442623,2312,0.5904,0.1757,0.157,0.156682028,0.274193548,7.4,130,-1.44265,5.9762,5.2255,76.3,72.16846154,2317,1.0048,-0.8177,0.086,0.084615385,0.292307692,0.09493669,0.147720573,0.147720573,"Orioles",24,6.45,3.22,2,1.92,1.38,4.88,5.8,5.51,5.08,0.1,"$0.40 ",16130,5.03205200000001,5.15449466666667,4.99765633333334,5.11636233333333,40,50,50,50,35,30,35,35
"241","David Hess",2019,605276,26,1430,80,18.6,8.2,0.397,0.464,13.1,46.9,19.5,33.6,29.4,59.1,907,-2.2091,5.8451,5.639,96,92.94244763,2175,-0.3173,1.4598,0.301,0.060639471,0.196251378,0.075804945,11.6,11.6,183,-2.4714,5.7105,5.753,88.9,85.60382514,1578,-1.0792,0.7505,0.271,0.071038251,0.169398907,0.09087971,29.1,24.6,296,-2.35525,5.81545,5.269,88.6,83.65033784,2328.5,0.397,0.32155,0.321,0.154054054,0.281081081,4.5,60,-2.34835,6.0109,5.0975,82,77.04333333,2349.5,0.6376,-0.38075,0.157,0.106060606,0.318181818,0.088637987,0.147966073,0.147966073,"Orioles",25,7.65,3.38,2.27,3.15,1.55,7.09,7.26,5.67,5.17,-0.8,"($6.10)",16130,5.03016400000001,5.18858800000001,5.13132066666668,5.16945366666667,50,40,50,50,35,30,35,35
"242","David Holmberg",2017,571787,26,1073,57.2,12.1,12.5,0.405,0.417,13.2,46.4,17.8,44.2,20.1,47.9,514,1.4125,6.1629,6.7835,90.1,87.62607004,1956.5,0.84385,1.18875,0.324,0.040856031,0.249027237,0.053283182,19.7,19.7,212,1.5081,6.15475,6.792,87.4,81.66839623,1694,1.05795,0.60195,0.298,0.108490566,0.221698113,0.11587299,32.3,17.9,141,1.6262,6.0835,6.368,84.2,80.53049645,2101,-0.6121,0.3186,0.197,0.093264249,0.238341969,14.3,154,1.3913,6.2505,6.3735,75.6,73.05714286,2325.5,-1.2104,-1.02935,0.124,0.064935065,0.311688312,0.067195589,0.107653736,0.107653736,"White Sox",25,5.15,5.31,0.97,1.87,1.68,4.68,6.8,6.53,6.02,-0.8,"($6.10)",7725,5.94829300000001,5.85024533333334,6.10711833333334,6.10814666666668,35,50,40,35,20,20,20,20
"243","David Robertson",2017,502085,32,1030,68.1,37.1,8.7,0.237,0.334,26.4,50,37.9,49.3,25.7,52.5,540,-2.51025,5.7149,6.6265,94.8,91.62944444,2555,0.04215,1.3492,0.218,0.083179298,0.336414048,0.087579948,1.2,1.2,13,-2.4838,5.5679,6.655,88.9,87.41538462,1983,-1.1123,1.1131,0.4455,0.076923077,0.153846154,0.085029946,46.2,15,151,-2.6155,5.6375,6.132,86.7,82.23907285,2619,0.863,0.087,0.127,0.270967742,0.387096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216781812,0.216781812,"- - -",32,12.91,3.03,4.26,0.79,0.85,1.84,2.57,2.76,2.5,1.9,"$14.90 ",8241,3.21996533333333,3.08256766666667,3.180423,3.10261866666667,50,40,NA,70,70,75,70,70
"244","David Robertson",2018,502085,33,1184,69.2,32.2,9.2,0.275,0.365,19.6,45.4,32.6,47,26.5,42.4,503,-2.6202,5.7697,6.633,96.4,92.27276342,2564,0.1796,1.3628,0.2755,0.043737575,0.324055666,0.064719888,0.2,0.2,3,-2.6151,5.6952,6.725,89.1,88.2,2292,-1.4784,0.9667,NA,0,0,0.057770592,57.2,22.2,238,-2.70545,5.78655,6.106,90,84.73403361,2665.5,0.75835,0.05225,0.101,0.144486692,0.27756654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148275626,0.148275626,"Yankees",33,11.76,3.36,3.5,0.9,1.03,3.23,2.97,3.09,2.88,1.4,"$11.30 ",8241,3.77799133333333,3.70925633333333,3.83474766666666,3.72140566666666,40,35,NA,50,60,60,60,60
"245","Dellin Betances",2018,476454,30,1134,66.2,42.3,9.6,0.238,0.352,30.1,50.2,37.5,46,19,47.7,542,-1.5965,6.1584,6.3865,100.6,97.74852399,2366,-0.48425,1.33945,0.2795,0.139963168,0.329650092,0.118983339,0,0,1,-1.5862,6.1275,6.644,90.1,90.1,1702,-0.7879,0.8552,NA,0,0,0.035451944,52.1,16.9,189,-1.5819,6.0836,5.941,90.2,86.8994709,2527,0.6087,-0.861,0.141,0.166666667,0.328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160920467,0.160920467,"Yankees",30,15.53,3.51,4.42,0.95,1.05,2.7,2.47,1.95,2.03,1.7,"$13.60 ",6216,2.801109,2.75660800000001,2.76139833333334,2.76137600000001,70,30,NA,50,80,80,75,75
